"budget_year","project_id","project_name","methodid","methodname","orgname","goods_name","ministryname","departmentname","deptname","dept_sub_name","moiname","stepgrpid","project_money","issuedate","announce_date","projectmoneyrange","day_standand","day_real","result"
"2563","62047126913","ซื้อDomperidone 5 mg/5 mL oral suspension 30mL โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลบันนังสตา","โรงพยาบาลบันนังสตา","ยะลา","ก่อหนี้","24000","2019-04-09","2019-04-09","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","62047127027","ประกวดราคาซื้อวัสดุวิทยาศาสตร์การแพทย์ จำนวน 1 รายการ ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","16","ประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลระยอง","โรงพยาบาลระยอง","ระยอง","ก่อหนี้","865728","2019-05-14","2019-06-17","เกิน 5 แสนบาท - 5 ล้านบาท","33","23","ไม่ล่าช้า"
"2563","62047127085","ซื้อวัสดุการแพทย์ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลผักไห่","ฝ่ายจัดซื้อการแพทย์ โรงพยาบาลผักไห่","พระนครศรีอยุธยา","ก่อหนี้","9000","2019-03-18","2019-03-21","0 - 5 แสนบาท","5","4","ไม่ล่าช้า"
"2563","62047129466","ประกวดราคาซื้อเครื่องช่วยฟังในช่องหู จำนวน ๔ รายการ ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","16","ประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลชลบุรี","โรงพยาบาลชลบุรี","ชลบุรี","ก่อหนี้","3000000","2019-04-09","2019-06-12","เกิน 5 แสนบาท - 5 ล้านบาท","33","41","ล่าช้า"
"2563","62047132260","ซื้อครุภัณฑ์การแทพย์ จำนวน ๑ รายการ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลสุรินทร์","โรงพยาบาลสุรินทร์","สุรินทร์","ก่อหนี้","10000","2019-04-09","2019-04-09","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","62047133045","ประกวดราคาซื้อครุภัณฑ์คอมพิวเตอร์ อุปกรณ์ระบบเครือข่ายหลัก (Core Network) จำนวน 1 ระบบ ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","16","ประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","ส่วนราชการ","วัสดุครุภัณฑ์คอมพิวเตอร์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลบุรีรัมย์","โรงพยาบาลบุรีรัมย์","บุรีรัมย์","ก่อหนี้","2000000","2019-09-18","2019-10-24","เกิน 5 แสนบาท - 5 ล้านบาท","33","25","ไม่ล่าช้า"
"2563","62047133522","ประกวดราคาซื้อน้ำยาตรวจวิเคราะห์ไวรัสตับอักเสบชนิดบีและซิฟิลิส ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","16","ประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลน่าน","โรงพยาบาลน่าน","น่าน","ก่อหนี้","1917440","2019-04-19","2019-05-14","เกิน 5 แสนบาท - 5 ล้านบาท","33","16","ไม่ล่าช้า"
"2563","62047134353","ประกวดราคาซื้อชุดปอดเทียม ชนิด Membrane สำหรับผู้ใหญ่ (ที่มีหัตถการซับซ้อน) จำนวนประมาณ 300 Set ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","16","ประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลลำปาง","โรงพยาบาลลำปาง","ลำปาง","ก่อหนี้","3306300","2019-06-05","2019-07-23","เกิน 5 แสนบาท - 5 ล้านบาท","33","34","ล่าช้า"
"2563","62047136777","จ้างจัดทำวัสดุตรายางประทับ จำนวน 26 รายการ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","หน่วยงานของรัฐที่ไม่สังกัดสำนักนายกรัฐมนตรี กระทรวงหรือทบวง","จ้างเหมาอื่นๆ","หน่วยงานของรัฐที่ไม่สังกัดสำนักนายกรัฐมนตรี กระทรวงหรือทบวง","สำนักงานตำรวจแห่งชาติ","สำนักงานตำรวจแห่งชาติ","ด่านตรวจคนเข้าเมืองจังหวัดมุกดาหาร","กรุงเทพมหานคร","ก่อหนี้","21650","2019-04-01","2019-04-09","0 - 5 แสนบาท","5","6","ล่าช้า"
"2563","62047137502","จ้างเหมาบริการตรวจทางห้องปฏิบัติการ จำนวน ๑ งาน โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","จ้างเหมาอื่นๆ","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลพระนารายณ์มหาราช","โรงพยาบาลพระนารายณ์มหาราช","ลพบุรี","ก่อหนี้","54875","2019-04-05","2019-04-10","0 - 5 แสนบาท","5","3","ไม่ล่าช้า"
"2563","62047139157","ซื้อค่าอำนวยการงานซ่อมปรับปรุงของกรมการทหารช่าง และหน่วยขึ้นตรงกรมการทหารช่าง จังหวัดราชบุรี โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์อื่นๆ","กระทรวงกลาโหม","กองทัพบก","กองทัพบก","กรมการทหารช่าง ราชบุรี","กรุงเทพมหานคร","ก่อหนี้","19260","2019-04-05","2019-04-18","0 - 5 แสนบาท","5","7","ล่าช้า"
"2563","62047139320","ซื้อน้ำยาวิทยาศาสตร์/สารเคมี จำนวน 1 รายการ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม",,"คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล","คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล","กรุงเทพมหานคร","ก่อหนี้","4021488","2019-04-09","2019-04-23","เกิน 5 แสนบาท - 5 ล้านบาท","6","9","ล่าช้า"
"2563","62047139576","ประกวดราคาซื้อOlmesartan 20 mg. tablet ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","16","ประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","ส่วนราชการ","วัสดุครุภัณฑ์อื่นๆ","กระทรวงสาธารณสุข","กรมการแพทย์","สถาบันโรคทรวงอก","สถาบันโรคทรวงอก","นนทบุรี","ก่อหนี้","1752981","2019-05-21","2019-07-10","เกิน 5 แสนบาท - 5 ล้านบาท","33","36","ล่าช้า"
"2563","62047140980","ซื้อเวชภัณฑ์มิใช่ยา จำนวน 2 รายการ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลยโสธร","โรงพยาบาลยโสธร","ยโสธร","ก่อหนี้","55500.9","2019-04-09","2019-04-09","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","62047141513","ซื้อวัสดุยานพาหนะและขนส่ง รถยนต์หมายเลขทะเบียน กพ-๘๑๘๒ สบ. โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์ยานพาหนะและขนส่ง","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลบ้านหมอ","โรงพยาบาลบ้านหมอ","สระบุรี","ก่อหนี้","19600","2019-04-04","2019-04-04","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","62047142113","ซื้อวัสดุศัลยกรรมกระดูก เหล็กดามกระดูกแขนซ้าย จำนวน ๑ ชุด โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลบ้านหมี่","โรงพยาบาลบ้านหมี่","ลพบุรี","ก่อหนี้","32300","2019-04-09","2019-04-09","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","62047142344","ซื้อRDG207-24A Klrity O-Type 5 point  Shoulder Mask 2.4 mm. โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลราชบุรี","โรงพยาบาลราชบุรี","ราชบุรี","ก่อหนี้","90000","2019-04-09","2019-04-09","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","62047142476","ซื้อวัสดุการแพทย์ 2 รายการ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลควนขนุน","โรงพยาบาลควนขนุน","พัทลุง","ก่อหนี้","65000","2019-04-09","2019-04-09","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","62047143110","ซื้อวัสดุการแพทย์  จำนวน  ๑  รายการ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลชุมพรเขตรอุดมศักดิ์","โรงพยาบาลชุมพรเขตรอุดมศักดิ์","ชุมพร","ก่อหนี้","29000","2019-03-11","2019-03-11","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","62047143619","ซื้อยาและเวชภัณฑ์มิใช่ยา โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์อื่นๆ","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลศรีสัชนาลัย","โรงพยาบาลศรีสัชนาลัย","สุโขทัย","ก่อหนี้","7280.4","2019-04-01","2019-04-01","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","62047143719","จ้างซ่อมครุภัณฑ์ยานพาหนะและขนส่ง รถยนต์หมายเลขทะเบียน กพ-๘๑๘๒ สบ. จำนวน ๑๐ รายการ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","จ้างเหมางานซ่อมบำรุงยานพาหนะ","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลบ้านหมอ","โรงพยาบาลบ้านหมอ","สระบุรี","ก่อหนี้","6340.82","2019-04-04","2019-04-04","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","62047145104","ประกวดราคาซื้ออุปกรณ์สำหรับพองบอลลูนพร้อมอุปกรณ์ จำนวน 2 รายการ ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","16","ประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","กรมการแพทย์","สถาบันโรคทรวงอก","สถาบันโรคทรวงอก","นนทบุรี","ก่อหนี้","5100000","2019-06-04","2019-07-09","เกิน 5 ล้านบาท - 10 ล้านบาท","39","26","ไม่ล่าช้า"
"2563","62047145279","ซื้อCeftriaxone Inj 1g โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลมโนรมย์","โรงพยาบาลมโนรมย์","ชัยนาท","ก่อหนี้","9700","2019-03-25","2019-03-25","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","62047145607","จ้างเหมาบำรุงรักษาลิฟท์ อาคาร คสล. สูง ๖ ชั้น ระยะเวลาส ๑ ปี (ไม่รวมค่าอุปกรณ์ และอะไหล่) จำนวน ๒ เครื่อง โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","จ้างเหมางานซ่อมบำรุงยานพาหนะ","กระทรวงคมนาคม","กรมเจ้าท่า","กรมเจ้าท่า","ศูนย์ฝึกพาณิชย์นาวี","กรุงเทพมหานคร","ก่อหนี้","62060","2019-04-10","2019-04-10","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","62047145846","จ้างเหมาบำรุงรักษาลิฟท์ อาคารเครื่องมือฝึกจำลอง ระยะเวลาส ๑ ปี (ไม่รวมค่าอุปกรณ์ และอะไหล่) จำนวน ๑ เครื่อง โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","จ้างเหมางานซ่อมบำรุงยานพาหนะ","กระทรวงคมนาคม","กรมเจ้าท่า","กรมเจ้าท่า","ศูนย์ฝึกพาณิชย์นาวี","กรุงเทพมหานคร","ก่อหนี้","21186","2019-04-10","2019-04-10","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","62047146567","ประกวดราคาซื้อCardiac troponin t Quantitative จำนวน ๒,๙๐๐ Test ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","16","ประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลพระพุทธบาท","โรงพยาบาลพระพุทธบาท","สระบุรี","ก่อหนี้","868840","2019-05-15","2019-06-20","เกิน 5 แสนบาท - 5 ล้านบาท","33","25","ไม่ล่าช้า"
"2563","62047147694","ประกวดราคาซื้อวัสดุเครื่องบริโภค ประเภท (อาหารแห้ง,อาหารสำเร็จรูป,เครื่องปรุง) จำนวน ๒๙ รายการ ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","16","ประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","ส่วนราชการ","วัสดุครุภัณฑ์งานบ้านงานครัว","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลอุตรดิตถ์","โรงพยาบาลอุตรดิตถ์","อุตรดิตถ์","ก่อหนี้","1065140","2019-06-04","2019-07-15","เกิน 5 แสนบาท - 5 ล้านบาท","33","30","ไม่ล่าช้า"
"2563","62047148219","ซื้ออุปกรณ์และอวัยวะเทียม จำนวน 3 รายการ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลยโสธร","โรงพยาบาลยโสธร","ยโสธร","ก่อหนี้","14135","2019-04-09","2019-04-09","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","62047148927","ซื้ออุปกรณ์และอวัยวะเทียม จำนวน 5 รายการ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลยโสธร","โรงพยาบาลยโสธร","ยโสธร","ก่อหนี้","21120","2019-04-09","2019-04-09","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","62047149172","ซื้ออุปกรณ์และอวัยวะเทียม จำนวน 4 รายการ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลยโสธร","โรงพยาบาลยโสธร","ยโสธร","ก่อหนี้","16690","2019-04-09","2019-04-09","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","62047149416","ซื้ออุปกรณ์และอวัยวะเทียม จำนวน 3 รายการ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลยโสธร","โรงพยาบาลยโสธร","ยโสธร","ก่อหนี้","15665","2019-04-09","2019-04-09","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","62047149456","ซื้ออุปกรณ์การแพทย์และอวัยวะเทียม  จำนวน  ๒  รายการ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลมหาราชนครศรีธรรมราช","โรงพยาบาลมหาราชนครศรีธรรมราช","นครศรีธรรมราช","ก่อหนี้","69500","2019-04-05","2019-04-05","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","62047149650","ซื้อวัสดุงานบ้านงานครัว (สำรองคลัง) จำนวน ๑๑ รายการ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์งานบ้านงานครัว","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลเชียงรายประชานุเคราะห์","โรงพยาบาลเชียงรายประชานุเคราะห์","เชียงราย","ก่อหนี้","119170","2019-04-09","2019-04-09","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","62047149836","ซื้อวัสดุศัลยกรรมกระดูก จำนวน ๑๒ รายการ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลบ้านหมี่","โรงพยาบาลบ้านหมี่","ลพบุรี","ก่อหนี้","46400","2019-04-09","2019-04-09","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","62047149906","ซื้ออุปกรณ์การแพทย์และอวัยวะเทียม  จำนวน  ๑  รายการ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลมหาราชนครศรีธรรมราช","โรงพยาบาลมหาราชนครศรีธรรมราช","นครศรีธรรมราช","ก่อหนี้","63000","2019-04-05","2019-04-05","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","62047150034","ซื้อวัสดุวิทยาศาสตร์การแพทย์ จำนวน ๕ รายการ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลมหาราชนครศรีธรรมราช","โรงพยาบาลมหาราชนครศรีธรรมราช","นครศรีธรรมราช","ก่อหนี้","50812","2019-04-02","2019-04-02","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","62047152203","จ้างบริการบำรุงรักษาเครื่องอ่านและแปลงสัญญาณภาพเอกซเรย์ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","จ้างเหมาอื่นๆ","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลเชียงคำ","โรงพยาบาลเชียงคำ","พะเยา","ก่อหนี้","360000","2019-02-21","2019-04-10","0 - 5 แสนบาท","5","34","ล่าช้า"
"2563","62047152463","ประกวดราคาซื้อครุภัณฑ์งานบ้านงานครัว  จำนวน  ๒  รายการ ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","16","ประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","ส่วนราชการ","วัสดุครุภัณฑ์งานบ้านงานครัว","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลมหาราชนครศรีธรรมราช","โรงพยาบาลมหาราชนครศรีธรรมราช","นครศรีธรรมราช","ก่อหนี้","1780000","2019-04-19","2019-05-15","เกิน 5 แสนบาท - 5 ล้านบาท","33","17","ไม่ล่าช้า"
"2563","62047154165","จ้างซ่อมครุภัณฑ์ยานพาหนะและขนส่ง รถยนต์หมายเลขทะเบียน นข-๓๗๓๓ สบ. จำนวน ๑๔ รายการ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","จ้างเหมางานซ่อมบำรุงยานพาหนะ","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลบ้านหมอ","โรงพยาบาลบ้านหมอ","สระบุรี","ก่อหนี้","45156.14","2019-03-22","2019-03-22","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","62047156410","ประกวดราคาซื้อผ้าสี่เหลี่ยม ๒ ชั้น ขนาด ๔๐x๔๐ นิ้ว ผ้าดิบขาว จำนวน ๕,๖๐๐ ผืน (ครั้งที่ ๒) ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","16","ประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","ส่วนราชการ","วัสดุครุภัณฑ์อื่นๆ","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลชลบุรี","โรงพยาบาลชลบุรี","ชลบุรี","ก่อหนี้","616000","2019-04-10","2019-05-17","เกิน 5 แสนบาท - 5 ล้านบาท","33","24","ไม่ล่าช้า"
"2563","62047157447","ประกวดราคาซื้อซื้อยา Cycloserine 250 mg. Capsules ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","16","ประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","ส่วนราชการ","วัสดุครุภัณฑ์อื่นๆ","กระทรวงสาธารณสุข","กรมการแพทย์","สถาบันโรคทรวงอก","สถาบันโรคทรวงอก","นนทบุรี","ก่อหนี้","1926000","2019-05-23","2019-07-26","เกิน 5 แสนบาท - 5 ล้านบาท","33","45","ล่าช้า"
"2563","62047159812","ประกวดราคาซื้อครุภัณฑ์คอมพิวเตอร์ จำนวน ๘ รายการ ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","16","ประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","ส่วนราชการ","วัสดุครุภัณฑ์คอมพิวเตอร์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลพระนารายณ์มหาราช","โรงพยาบาลพระนารายณ์มหาราช","ลพบุรี","ก่อหนี้","599100","2019-05-28","2019-07-08","เกิน 5 แสนบาท - 5 ล้านบาท","33","29","ไม่ล่าช้า"
"2563","62047162726","จ้างปรับปรุงผนังห้อง (ห้องตรวจจิตเวช ชั้น 1) โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","จ้างเหมาอื่นๆ","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลชลบุรี","โรงพยาบาลชลบุรี","ชลบุรี","ก่อหนี้","43000","2019-04-10","2019-05-16","0 - 5 แสนบาท","5","23","ล่าช้า"
"2563","62047163322","ซื้อน้ำยาวิทยาศาสตร์/สารเคมี จำนวน 1 รายการ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม",,"คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล","คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล","กรุงเทพมหานคร","ก่อหนี้","243425","2019-04-10","2019-04-19","0 - 5 แสนบาท","5","6","ล่าช้า"
"2563","62047163405","ซื้อSpiriva respimate 4 ml โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลบ้านตาขุน","โรงพยาบาลบ้านตาขุน","สุราษฎร์ธานี","ก่อหนี้","13482","2019-03-14","2019-03-14","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","62047163721","ซื้อnorethisterone 5 mg โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลบ้านตาขุน","โรงพยาบาลบ้านตาขุน","สุราษฎร์ธานี","ก่อหนี้","2070","2019-04-11","2019-04-11","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","62047163895","ซื้อวัสดุวิทยาศาสตร์ชันสูตร จำนวน 4 รายการ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลพะเยา","โรงพยาบาลพะเยา","พะเยา","ก่อหนี้","284600","2019-04-04","2019-04-04","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","62047164939","ซื้อrabies vaccine (vero cell) 2.5 iu/500 mcL โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลบ้านตาขุน","โรงพยาบาลบ้านตาขุน","สุราษฎร์ธานี","ก่อหนี้","83200","2019-04-11","2019-04-11","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
